champion,picked,side,order,team,enemy,game,position,player,fb,kills,deaths,assists,date,won,time,penta,stage,region
JAX,False,R,3,G2,BLG,3,BAN,BAN,False,0,0,0,2023-10-29,False,00:29:04,0,SWISS,EMEA
ALISTAR,False,R,4,G2,BLG,3,BAN,BAN,False,0,0,0,2023-10-29,False,00:29:04,0,SWISS,EMEA
APHELIOS,False,R,5,G2,BLG,3,BAN,BAN,False,0,0,0,2023-10-29,False,00:29:04,0,SWISS,EMEA
ORIANA,True,B,1,NRG,WBG,1,MID,PALAFOX,False,3,2,2,2023-11-02,False,00:39:10,0,QUARTER,
SENNA,True,B,2,NRG,WBG,1,ADC,FBI,False,0,1,5,2023-11-02,False,00:39:10,0,QUARTER,
TAHM KENCH,True,B,3,NRG,WBG,1,SUPPORT,IGNAR,False,0,2,1,2023-11-02,False,00:39:10,0,QUARTER,
VIEGO,True,B,4,NRG,WBG,1,JUNGLE,CONTRACTZ,True,1,3,2,2023-11-02,False,00:39:10,0,QUARTER,
RENEKTON,True,B,5,NRG,WBG,1,TOP,DHOKLA,False,2,1,3,2023-11-02,False,00:39:10,0,QUARTER,
APHELIOS,True,R,1,WBG,NRG,1,ADC,LIGHT,False,3,0,3,2023-11-02,True,00:39:10,0,QUARTER,CN
RELL,True,R,2,WBG,NRG,1,JUNGLE,WEIWEI,False,1,1,6,2023-11-02,True,00:39:10,0,QUARTER,CN
NEEKO,True,R,3,WBG,NRG,1,MID,XIAOHU,False,1,2,4,2023-11-02,True,00:39:10,0,QUARTER,CN
K'SANTE,True,R,4,WBG,NRG,1,TOP,THESHY,False,4,3,2,2023-11-02,True,00:39:10,0,QUARTER,CN
MILIO,True,R,5,WBG,NRG,1,SUPPORT,CRISP,False,0,0,7,2023-11-02,True,00:39:10,0,QUARTER,CN
RENATA,False,B,1,NRG,WBG,1,BAN,BAN,False,0,0,0,2023-11-02,False,00:39:10,0,QUARTER,
RUMBLE,False,B,2,NRG,WBG,1,BAN,BAN,False,0,0,0,2023-11-02,False,00:39:10,0,QUARTER,
AZIR,False,B,3,NRG,WBG,1,BAN,BAN,False,0,0,0,2023-11-02,False,00:39:10,0,QUARTER,
NOCTURNE,False,B,4,NRG,WBG,1,BAN,BAN,False,0,0,0,2023-11-02,False,00:39:10,0,QUARTER,
GNAR,False,B,5,NRG,WBG,1,BAN,BAN,False,0,0,0,2023-11-02,False,00:39:10,0,QUARTER,
XAYAH,False,R,1,WBG,NRG,1,BAN,BAN,False,0,0,0,2023-11-02,True,00:39:10,0,QUARTER,CN
JARVAN IV,False,R,2,WBG,NRG,1,BAN,BAN,False,0,0,0,2023-11-02,True,00:39:10,0,QUARTER,CN
MAOKAI,False,R,3,WBG,NRG,1,BAN,BAN,False,0,0,0,2023-11-02,True,00:39:10,0,QUARTER,CN
VI,False,R,4,WBG,NRG,1,BAN,BAN,False,0,0,0,2023-11-02,True,00:39:10,0,QUARTER,CN
JAX,False,R,5,WBG,NRG,1,BAN,BAN,False,0,0,0,2023-11-02,True,00:39:10,0,QUARTER,CN
ORIANA,True,B,1,NRG,WBG,2,MID,PALAFOX,False,2,3,5,2023-11-02,False,00:33:22,0,QUARTER,
VI,True,B,2,NRG,WBG,2,JUNGLE,CONTRACTZ,False,2,3,4,2023-11-02,False,00:33:22,0,QUARTER,
K'SANTE,True,B,3,NRG,WBG,2,TOP,DHOKLA,False,2,3,3,2023-11-02,False,00:33:22,0,QUARTER,
KAI'SA,True,B,4,NRG,WBG,2,ADC,FBI,False,2,5,4,2023-11-02,False,00:33:22,0,QUARTER,
ALISTAR,True,B,5,NRG,WBG,2,SUPPORT,IGNAR,False,1,6,5,2023-11-02,False,00:33:22,0,QUARTER,
APHELIOS,True,R,1,WBG,NRG,2,ADC,LIGHT,False,9,1,4,2023-11-02,True,00:33:22,0,QUARTER,CN
RELL,True,R,2,WBG,NRG,2,JUNGLE,WEIWEI,False,0,1,15,2023-11-02,True,00:33:22,0,QUARTER,CN
NEEKO,True,R,3,WBG,NRG,2,MID,XIAOHU,False,4,4,10,2023-11-02,True,00:33:22,0,QUARTER,CN
AATROX,True,R,4,WBG,NRG,2,TOP,THESHY,False,5,3,6,2023-11-02,True,00:33:22,0,QUARTER,CN
MILIO,True,R,5,WBG,NRG,2,SUPPORT,CRISP,True,2,0,17,2023-11-02,True,00:33:22,0,QUARTER,CN
RENATA,False,B,1,NRG,WBG,2,BAN,BAN,False,0,0,0,2023-11-02,False,00:33:22,0,QUARTER,
RUMBLE,False,B,2,NRG,WBG,2,BAN,BAN,False,0,0,0,2023-11-02,False,00:33:22,0,QUARTER,
AZIR,False,B,3,NRG,WBG,2,BAN,BAN,False,0,0,0,2023-11-02,False,00:33:22,0,QUARTER,
GNAR,False,B,4,NRG,WBG,2,BAN,BAN,False,0,0,0,2023-11-02,False,00:33:22,0,QUARTER,
VIEGO,False,B,5,NRG,WBG,2,BAN,BAN,False,0,0,0,2023-11-02,False,00:33:22,0,QUARTER,
XAYAH,False,R,1,WBG,NRG,2,BAN,BAN,False,0,0,0,2023-11-02,True,00:33:22,0,QUARTER,CN
JARVAN IV,False,R,2,WBG,NRG,2,BAN,BAN,False,0,0,0,2023-11-02,True,00:33:22,0,QUARTER,CN
MAOKAI,False,R,3,WBG,NRG,2,BAN,BAN,False,0,0,0,2023-11-02,True,00:33:22,0,QUARTER,CN
SENNA,False,R,4,WBG,NRG,2,BAN,BAN,False,0,0,0,2023-11-02,True,00:33:22,0,QUARTER,CN
ZIGGS,False,R,5,WBG,NRG,2,BAN,BAN,False,0,0,0,2023-11-02,True,00:33:22,0,QUARTER,CN
RUMBLE,True,B,1,NRG,WBG,3,TOP,DHOKLA,False,1,6,3,2023-11-02,False,00:26:18,0,QUARTER,
EZREAL,True,B,2,NRG,WBG,3,ADC,FBI,False,3,2,2,2023-11-02,False,00:26:18,0,QUARTER,
KARMA,True,B,3,NRG,WBG,3,SUPPORT,IGNAR,False,0,3,6,2023-11-02,False,00:26:18,0,QUARTER,
YONE,True,B,4,NRG,WBG,3,MID,PALAFOX,False,3,5,1,2023-11-02,False,00:26:18,0,QUARTER,
SEJUANI,True,B,5,NRG,WBG,3,JUNGLE,CONTRACTZ,False,0,3,6,2023-11-02,False,00:26:18,0,QUARTER,
MAOKAI,True,R,1,WBG,NRG,3,JUNGLE,WEIWEI,False,2,2,11,2023-11-02,True,00:26:18,0,QUARTER,CN
CAITLYN,True,R,2,WBG,NRG,3,ADC,LIGHT,False,3,1,5,2023-11-02,True,00:26:18,0,QUARTER,CN
HEIMERDINGER,True,R,3,WBG,NRG,3,SUPPORT,CRISP,True,1,1,10,2023-11-02,True,00:26:18,0,QUARTER,CN
GNAR,True,R,4,WBG,NRG,3,TOP,THESHY,False,3,1,5,2023-11-02,True,00:26:18,0,QUARTER,CN
JAYCE,True,R,5,WBG,NRG,3,MID,XIAOHU,False,10,2,6,2023-11-02,True,00:26:18,0,QUARTER,CN
RENATA,False,B,1,NRG,WBG,3,BAN,BAN,False,0,0,0,2023-11-02,False,00:26:18,0,QUARTER,
AZIR,False,B,2,NRG,WBG,3,BAN,BAN,False,0,0,0,2023-11-02,False,00:26:18,0,QUARTER,
APHELIOS,False,B,3,NRG,WBG,3,BAN,BAN,False,0,0,0,2023-11-02,False,00:26:18,0,QUARTER,
K'SANTE,False,B,4,NRG,WBG,3,BAN,BAN,False,0,0,0,2023-11-02,False,00:26:18,0,QUARTER,
TRISTANA,False,B,5,NRG,WBG,3,BAN,BAN,False,0,0,0,2023-11-02,False,00:26:18,0,QUARTER,
XAYAH,False,R,1,WBG,NRG,3,BAN,BAN,False,0,0,0,2023-11-02,True,00:26:18,0,QUARTER,CN
NEEKO,False,R,2,WBG,NRG,3,BAN,BAN,False,0,0,0,2023-11-02,True,00:26:18,0,QUARTER,CN
ORIANA,False,R,3,WBG,NRG,3,BAN,BAN,False,0,0,0,2023-11-02,True,00:26:18,0,QUARTER,CN
JARVAN IV,False,R,4,WBG,NRG,3,BAN,BAN,False,0,0,0,2023-11-02,True,00:26:18,0,QUARTER,CN
POPPY,False,R,5,WBG,NRG,3,BAN,BAN,False,0,0,0,2023-11-02,True,00:26:18,0,QUARTER,CN
JAX,True,B,1,GEN,BLG,1,TOP,DORAN,False,1,4,0,2023-11-03,False,00:29:40,0,QUARTER,KR
AZIR,True,B,2,GEN,BLG,1,MID,CHOVY,False,2,1,0,2023-11-03,False,00:29:40,0,QUARTER,KR
APHELIOS,True,B,3,GEN,BLG,1,ADC,PEYZ,False,2,3,0,2023-11-03,False,00:29:40,0,QUARTER,KR
RELL,True,B,4,GEN,BLG,1,JUNGLE,PEANUT,False,0,4,3,2023-11-03,False,00:29:40,0,QUARTER,KR
TAHM KENCH,True,B,5,GEN,BLG,1,SUPPORT,DELIGHT,False,0,2,3,2023-11-03,False,00:29:40,0,QUARTER,KR
RENATA,True,R,1,BLG,GEN,1,SUPPORT,ON,False,1,2,11,2023-11-03,True,00:29:40,0,QUARTER,CN
KALISTA,True,R,2,BLG,GEN,1,ADC,ELK,False,2,0,5,2023-11-03,True,00:29:40,0,QUARTER,CN
ORIANA,True,R,3,BLG,GEN,1,MID,YAGAO,False,2,1,8,2023-11-03,True,00:29:40,0,QUARTER,CN
JARVAN IV,True,R,4,BLG,GEN,1,JUNGLE,XUN,True,5,1,7,2023-11-03,True,00:29:40,0,QUARTER,CN
AATROX,True,R,5,BLG,GEN,1,TOP,BIN,False,4,1,5,2023-11-03,True,00:29:40,0,QUARTER,CN
NEEKO,False,B,1,GEN,BLG,1,BAN,BAN,False,0,0,0,2023-11-03,False,00:29:40,0,QUARTER,KR
RENEKTON,False,B,2,GEN,BLG,1,BAN,BAN,False,0,0,0,2023-11-03,False,00:29:40,0,QUARTER,KR
XAYAH,False,B,3,GEN,BLG,1,BAN,BAN,False,0,0,0,2023-11-03,False,00:29:40,0,QUARTER,KR
RUMBLE,False,B,4,GEN,BLG,1,BAN,BAN,False,0,0,0,2023-11-03,False,00:29:40,0,QUARTER,KR
K'SANTE,False,B,5,GEN,BLG,1,BAN,BAN,False,0,0,0,2023-11-03,False,00:29:40,0,QUARTER,KR
RAKAN,False,R,1,BLG,GEN,1,BAN,BAN,False,0,0,0,2023-11-03,True,00:29:40,0,QUARTER,CN
MAOKAI,False,R,2,BLG,GEN,1,BAN,BAN,False,0,0,0,2023-11-03,True,00:29:40,0,QUARTER,CN
SYLAS,False,R,3,BLG,GEN,1,BAN,BAN,False,0,0,0,2023-11-03,True,00:29:40,0,QUARTER,CN
POPPY,False,R,4,BLG,GEN,1,BAN,BAN,False,0,0,0,2023-11-03,True,00:29:40,0,QUARTER,CN
SEJUANI,False,R,5,BLG,GEN,1,BAN,BAN,False,0,0,0,2023-11-03,True,00:29:40,0,QUARTER,CN
JARVAN IV,True,B,1,BLG,GEN,2,JUNGLE,XUN,False,5,0,8,2023-11-03,True,00:27:58,0,QUARTER,CN
RUMBLE,True,B,2,BLG,GEN,2,TOP,BIN,False,2,2,4,2023-11-03,True,00:27:58,0,QUARTER,CN
ORIANA,True,B,3,BLG,GEN,2,MID,YAGAO,False,1,0,3,2023-11-03,True,00:27:58,0,QUARTER,CN
XAYAH,True,B,4,BLG,GEN,2,ADC,ELK,True,7,0,2,2023-11-03,True,00:27:58,0,QUARTER,CN
RENATA,True,B,5,BLG,GEN,2,SUPPORT,ON,False,0,1,12,2023-11-03,True,00:27:58,0,QUARTER,CN
APHELIOS,True,R,1,GEN,BLG,2,ADC,PEYZ,False,1,1,0,2023-11-03,False,00:27:58,0,QUARTER,KR
MAOKAI,True,R,2,GEN,BLG,2,JUNGLE,PEANUT,False,0,3,2,2023-11-03,False,00:27:58,0,QUARTER,KR
AATROX,True,R,3,GEN,BLG,2,TOP,DORAN,False,1,6,0,2023-11-03,False,00:27:58,0,QUARTER,KR
AZIR,True,R,4,GEN,BLG,2,MID,CHOVY,False,1,3,1,2023-11-03,False,00:27:58,0,QUARTER,KR
MILIO,True,R,5,GEN,BLG,2,SUPPORT,DELIGHT,False,0,2,2,2023-11-03,False,00:27:58,0,QUARTER,KR
SYLAS,False,B,1,BLG,GEN,2,BAN,BAN,False,0,0,0,2023-11-03,True,00:27:58,0,QUARTER,CN
RAKAN,False,B,2,BLG,GEN,2,BAN,BAN,False,0,0,0,2023-11-03,True,00:27:58,0,QUARTER,CN
POPPY,False,B,3,BLG,GEN,2,BAN,BAN,False,0,0,0,2023-11-03,True,00:27:58,0,QUARTER,CN
YONE,False,B,4,BLG,GEN,2,BAN,BAN,False,0,0,0,2023-11-03,True,00:27:58,0,QUARTER,CN
AKALI,False,B,5,BLG,GEN,2,BAN,BAN,False,0,0,0,2023-11-03,True,00:27:58,0,QUARTER,CN
JAX,False,R,1,GEN,BLG,2,BAN,BAN,False,0,0,0,2023-11-03,False,00:27:58,0,QUARTER,KR
NEEKO,False,R,2,GEN,BLG,2,BAN,BAN,False,0,0,0,2023-11-03,False,00:27:58,0,QUARTER,KR
KALISTA,False,R,3,GEN,BLG,2,BAN,BAN,False,0,0,0,2023-11-03,False,00:27:58,0,QUARTER,KR
JINX,False,R,4,GEN,BLG,2,BAN,BAN,False,0,0,0,2023-11-03,False,00:27:58,0,QUARTER,KR
ASHE,False,R,5,GEN,BLG,2,BAN,BAN,False,0,0,0,2023-11-03,False,00:27:58,0,QUARTER,KR
MAOKAI,True,B,1,GEN,BLG,3,JUNGLE,PEANUT,False,1,2,9,2023-11-03,True,00:46:10,0,QUARTER,KR
AATROX,True,B,2,GEN,BLG,3,TOP,DORAN,True,5,2,6,2023-11-03,True,00:46:10,0,QUARTER,KR
YONE,True,B,3,GEN,BLG,3,MID,CHOVY,False,0,2,5,2023-11-03,True,00:46:10,0,QUARTER,KR
KAI'SA,True,B,4,GEN,BLG,3,ADC,PEYZ,False,7,1,3,2023-11-03,True,00:46:10,0,QUARTER,KR
NAUTILUS,True,B,5,GEN,BLG,3,SUPPORT,DELIGHT,False,0,2,10,2023-11-03,True,00:46:10,0,QUARTER,KR
JARVAN IV,True,R,1,BLG,GEN,3,JUNGLE,XUN,False,2,0,5,2023-11-03,False,00:46:10,0,QUARTER,CN
ORIANA,True,R,2,BLG,GEN,3,MID,YAGAO,False,3,3,5,2023-11-03,False,00:46:10,0,QUARTER,CN
RENEKTON,True,R,3,BLG,GEN,3,TOP,BIN,False,0,3,2,2023-11-03,False,00:46:10,0,QUARTER,CN
CAITLYN,True,R,4,BLG,GEN,3,ADC,ELK,False,4,4,3,2023-11-03,False,00:46:10,0,QUARTER,CN
BRAUM,True,R,5,BLG,GEN,3,SUPPORT,ON,False,0,3,4,2023-11-03,False,00:46:10,0,QUARTER,CN
JAX,False,B,1,GEN,BLG,3,BAN,BAN,False,0,0,0,2023-11-03,True,00:46:10,0,QUARTER,KR
XAYAH,False,B,2,GEN,BLG,3,BAN,BAN,False,0,0,0,2023-11-03,True,00:46:10,0,QUARTER,KR
RENATA,False,B,3,GEN,BLG,3,BAN,BAN,False,0,0,0,2023-11-03,True,00:46:10,0,QUARTER,KR
APHELIOS,False,B,4,GEN,BLG,3,BAN,BAN,False,0,0,0,2023-11-03,True,00:46:10,0,QUARTER,KR
KALISTA,False,B,5,GEN,BLG,3,BAN,BAN,False,0,0,0,2023-11-03,True,00:46:10,0,QUARTER,KR
RAKAN,False,R,1,BLG,GEN,3,BAN,BAN,False,0,0,0,2023-11-03,False,00:46:10,0,QUARTER,CN
SYLAS,False,R,2,BLG,GEN,3,BAN,BAN,False,0,0,0,2023-11-03,False,00:46:10,0,QUARTER,CN
RUMBLE,False,R,3,BLG,GEN,3,BAN,BAN,False,0,0,0,2023-11-03,False,00:46:10,0,QUARTER,CN
ZERI,False,R,4,BLG,GEN,3,BAN,BAN,False,0,0,0,2023-11-03,False,00:46:10,0,QUARTER,CN
DRAVEN,False,R,5,BLG,GEN,3,BAN,BAN,False,0,0,0,2023-11-03,False,00:46:10,0,QUARTER,CN
JARVAN IV,True,B,1,BLG,GEN,4,JUNGLE,XUN,False,6,3,4,2023-11-03,False,00:35:47,0,QUARTER,CN
NEEKO,True,B,2,BLG,GEN,4,MID,YAGAO,False,0,4,7,2023-11-03,False,00:35:47,0,QUARTER,CN
K'SANTE,True,B,3,BLG,GEN,4,TOP,BIN,False,2,4,4,2023-11-03,False,00:35:47,0,QUARTER,CN
TAHM KENCH,True,B,4,BLG,GEN,4,SUPPORT,ON,False,0,5,8,2023-11-03,False,00:35:47,0,QUARTER,CN
ASHE,True,B,5,BLG,GEN,4,ADC,ELK,True,3,4,7,2023-11-03,False,00:35:47,0,QUARTER,CN
RUMBLE,True,R,1,GEN,BLG,4,TOP,DORAN,False,2,2,15,2023-11-03,True,00:35:47,0,QUARTER,KR
VI,True,R,2,GEN,BLG,4,JUNGLE,PEANUT,False,6,2,7,2023-11-03,True,00:35:47,0,QUARTER,KR
AKALI,True,R,3,GEN,BLG,4,MID,CHOVY,False,5,2,8,2023-11-03,True,00:35:47,0,QUARTER,KR
KALISTA,True,R,4,GEN,BLG,4,ADC,PEYZ,False,6,3,11,2023-11-03,True,00:35:47,0,QUARTER,KR
RELL,True,R,5,GEN,BLG,4,SUPPORT,DELIGHT,False,1,2,17,2023-11-03,True,00:35:47,0,QUARTER,KR
SYLAS,False,B,1,BLG,GEN,4,BAN,BAN,False,0,0,0,2023-11-03,False,00:35:47,0,QUARTER,CN
RAKAN,False,B,2,BLG,GEN,4,BAN,BAN,False,0,0,0,2023-11-03,False,00:35:47,0,QUARTER,CN
YONE,False,B,3,BLG,GEN,4,BAN,BAN,False,0,0,0,2023-11-03,False,00:35:47,0,QUARTER,CN
NAUTILUS,False,B,4,BLG,GEN,4,BAN,BAN,False,0,0,0,2023-11-03,False,00:35:47,0,QUARTER,CN
KAI'SA,False,B,5,BLG,GEN,4,BAN,BAN,False,0,0,0,2023-11-03,False,00:35:47,0,QUARTER,CN
XAYAH,False,R,1,GEN,BLG,4,BAN,BAN,False,0,0,0,2023-11-03,True,00:35:47,0,QUARTER,KR
RENATA,False,R,2,GEN,BLG,4,BAN,BAN,False,0,0,0,2023-11-03,True,00:35:47,0,QUARTER,KR
JAX,False,R,3,GEN,BLG,4,BAN,BAN,False,0,0,0,2023-11-03,True,00:35:47,0,QUARTER,KR
CAITLYN,False,R,4,GEN,BLG,4,BAN,BAN,False,0,0,0,2023-11-03,True,00:35:47,0,QUARTER,KR
APHELIOS,False,R,5,GEN,BLG,4,BAN,BAN,False,0,0,0,2023-11-03,True,00:35:47,0,QUARTER,KR
RUMBLE,True,B,1,BLG,GEN,5,TOP,BIN,True,3,3,8,2023-11-03,True,00:33:41,0,QUARTER,CN
JARVAN IV,True,B,2,BLG,GEN,5,JUNGLE,XUN,False,5,1,8,2023-11-03,True,00:33:41,0,QUARTER,CN
ORIANA,True,B,3,BLG,GEN,5,MID,YAGAO,False,3,1,9,2023-11-03,True,00:33:41,0,QUARTER,CN
SENNA,True,B,4,BLG,GEN,5,ADC,ELK,False,2,1,10,2023-11-03,True,00:33:41,0,QUARTER,CN
TAHM KENCH,True,B,5,BLG,GEN,5,SUPPORT,ON,False,1,0,10,2023-11-03,True,00:33:41,0,QUARTER,CN
GNAR,True,R,1,GEN,BLG,5,TOP,DORAN,False,0,3,2,2023-11-03,False,00:33:41,0,QUARTER,KR
VI,True,R,2,GEN,BLG,5,JUNGLE,PEANUT,False,0,3,6,2023-11-03,False,00:33:41,0,QUARTER,KR
AKALI,True,R,3,GEN,BLG,5,MID,CHOVY,False,2,3,1,2023-11-03,False,00:33:41,0,QUARTER,KR
KAI'SA,True,R,4,GEN,BLG,5,ADC,PEYZ,False,4,1,1,2023-11-03,False,00:33:41,0,QUARTER,KR
RELL,True,R,5,GEN,BLG,5,SUPPORT,DELIGHT,False,0,4,4,2023-11-03,False,00:33:41,0,QUARTER,KR
SYLAS,False,B,1,BLG,GEN,5,BAN,BAN,False,0,0,0,2023-11-03,True,00:33:41,0,QUARTER,CN
RAKAN,False,B,2,BLG,GEN,5,BAN,BAN,False,0,0,0,2023-11-03,True,00:33:41,0,QUARTER,CN
AATROX,False,B,3,BLG,GEN,5,BAN,BAN,False,0,0,0,2023-11-03,True,00:33:41,0,QUARTER,CN
NAUTILUS,False,B,4,BLG,GEN,5,BAN,BAN,False,0,0,0,2023-11-03,True,00:33:41,0,QUARTER,CN
KAILISTA,False,B,5,BLG,GEN,5,BAN,BAN,False,0,0,0,2023-11-03,True,00:33:41,0,QUARTER,CN
XAYAH,False,R,1,GEN,BLG,5,BAN,BAN,False,0,0,0,2023-11-03,False,00:33:41,0,QUARTER,KR
RENATA,False,R,2,GEN,BLG,5,BAN,BAN,False,0,0,0,2023-11-03,False,00:33:41,0,QUARTER,KR
JAX,False,R,3,GEN,BLG,5,BAN,BAN,False,0,0,0,2023-11-03,False,00:33:41,0,QUARTER,KR
CAITLYN,False,R,4,GEN,BLG,5,BAN,BAN,False,0,0,0,2023-11-03,False,00:33:41,0,QUARTER,KR
APHELIOS,False,R,5,GEN,BLG,5,BAN,BAN,False,0,0,0,2023-11-03,False,00:33:41,0,QUARTER,KR
ORIANA,True,B,1,JDG,KT,1,MID,KNIGHT,False,1,2,0,2023-11-04,False,00:29:38,0,QUARTER,CN
ZERI,True,B,2,JDG,KT,1,ADC,RULER,False,1,2,0,2023-11-04,False,00:29:38,0,QUARTER,CN
RAKAN,True,B,3,JDG,KT,1,SUPPORT,MISSING,False,0,3,1,2023-11-04,False,00:29:38,0,QUARTER,CN
RENEKTON,True,B,4,JDG,KT,1,TOP,369,True,2,4,1,2023-11-04,False,00:29:38,0,QUARTER,CN
RELL,True,B,5,JDG,KT,1,JUNGLE,KANAVI,False,0,4,4,2023-11-04,False,00:29:38,0,QUARTER,CN
APHELIOS,True,R,1,KT,JDG,1,ADC,AIMING,False,6,0,5,2023-11-04,True,00:29:38,0,QUARTER,KR
SEJUANI,True,R,2,KT,JDG,1,JUNGLE,CUZZ,False,2,0,10,2023-11-04,True,00:29:38,0,QUARTER,KR
JAX,True,R,3,KT,JDG,1,TOP,KIIN,False,0,3,10,2023-11-04,True,00:29:38,0,QUARTER,KR
LULU,True,R,4,KT,JDG,1,SUPPORT,LEHENDS,False,0,1,12,2023-11-04,True,00:29:38,0,QUARTER,KR
AKALI,True,R,5,KT,JDG,1,MID,BDD,False,7,0,3,2023-11-04,True,00:29:38,0,QUARTER,KR
RUMBLE,False,B,1,JDG,KT,1,BAN,BAN,False,0,0,0,2023-11-04,False,00:29:38,0,QUARTER,CN
NEEKO,False,B,2,JDG,KT,1,BAN,BAN,False,0,0,0,2023-11-04,False,00:29:38,0,QUARTER,CN
AZIR,False,B,3,JDG,KT,1,BAN,BAN,False,0,0,0,2023-11-04,False,00:29:38,0,QUARTER,CN
NAUTILUS,False,B,4,JDG,KT,1,BAN,BAN,False,0,0,0,2023-11-04,False,00:29:38,0,QUARTER,CN
TALIYAH,False,B,5,JDG,KT,1,BAN,BAN,False,0,0,0,2023-11-04,False,00:29:38,0,QUARTER,CN
XAYAH,False,R,1,KT,JDG,1,BAN,BAN,False,0,0,0,2023-11-04,True,00:29:38,0,QUARTER,KR
KALISTA,False,R,2,KT,JDG,1,BAN,BAN,False,0,0,0,2023-11-04,True,00:29:38,0,QUARTER,KR
JARVAN IV,False,R,3,KT,JDG,1,BAN,BAN,False,0,0,0,2023-11-04,True,00:29:38,0,QUARTER,KR
VI,False,R,4,KT,JDG,1,BAN,BAN,False,0,0,0,2023-11-04,True,00:29:38,0,QUARTER,KR
WUKONG,False,R,5,KT,JDG,1,BAN,BAN,False,0,0,0,2023-11-04,True,00:29:38,0,QUARTER,KR
NEEKO,True,B,1,JDG,KT,2,MID,KNIGHT,False,2,3,9,2023-11-04,True,00:25:50,0,QUARTER,CN
VI,True,B,2,JDG,KT,2,JUNGLE,KANAVI,False,6,1,8,2023-11-04,True,00:25:50,0,QUARTER,CN
RAKAN,True,B,3,JDG,KT,2,SUPPORT,MISSING,False,1,0,13,2023-11-04,True,00:25:50,0,QUARTER,CN
JINX,True,B,4,JDG,KT,2,ADC,RULER,False,5,0,9,2023-11-04,True,00:25:50,0,QUARTER,CN
AATROX,True,B,5,JDG,KT,2,TOP,369,False,4,0,6,2023-11-04,True,00:25:50,0,QUARTER,CN
APHELIOS,True,R,1,KT,JDG,2,ADC,AIMING,False,2,3,0,2023-11-04,False,00:25:50,0,QUARTER,KR
ORIANA,True,R,2,KT,JDG,2,MID,BDD,False,1,4,3,2023-11-04,False,00:25:50,0,QUARTER,KR
RENATA,True,R,3,KT,JDG,2,SUPPORT,LEHENDS,False,0,4,1,2023-11-04,False,00:25:50,0,QUARTER,KR
VIEGO,True,R,4,KT,JDG,2,JUNGLE,CUZZ,False,1,4,0,2023-11-04,False,00:25:50,0,QUARTER,KR
RENEKTON,True,R,5,KT,JDG,2,TOP,KIIN,False,0,3,0,2023-11-04,False,00:25:50,0,QUARTER,KR
RUMBLE,False,B,1,JDG,KT,2,BAN,BAN,False,0,0,0,2023-11-04,True,00:25:50,0,QUARTER,CN
SEJUANI,False,B,2,JDG,KT,2,BAN,BAN,False,0,0,0,2023-11-04,True,00:25:50,0,QUARTER,CN
AZIR,False,B,3,JDG,KT,2,BAN,BAN,False,0,0,0,2023-11-04,True,00:25:50,0,QUARTER,CN
POPPY,False,B,4,JDG,KT,2,BAN,BAN,False,0,0,0,2023-11-04,True,00:25:50,0,QUARTER,CN
RELL,False,B,5,JDG,KT,2,BAN,BAN,False,0,0,0,2023-11-04,True,00:25:50,0,QUARTER,CN
XAYAH,False,R,1,KT,JDG,2,BAN,BAN,False,0,0,0,2023-11-04,False,00:25:50,0,QUARTER,KR
KALISTA,False,R,2,KT,JDG,2,BAN,BAN,False,0,0,0,2023-11-04,False,00:25:50,0,QUARTER,KR
JARVAN IV,False,R,3,KT,JDG,2,BAN,BAN,False,0,0,0,2023-11-04,False,00:25:50,0,QUARTER,KR
KAI'SA,False,R,4,KT,JDG,2,BAN,BAN,False,0,0,0,2023-11-04,False,00:25:50,0,QUARTER,KR
ZERI,False,R,5,KT,JDG,2,BAN,BAN,False,0,0,0,2023-11-04,False,00:25:50,0,QUARTER,KR
XAYAH,True,B,1,KT,JDG,3,ADC,AIMING,False,3,1,1,2023-11-04,False,00:27:20,0,QUARTER,KR
AZIR,True,B,2,KT,JDG,3,MID,BDD,False,2,2,3,2023-11-04,False,00:27:20,0,QUARTER,KR
NAUTILUS,True,B,3,KT,JDG,3,SUPPORT,LEHENDS,False,0,4,3,2023-11-04,True,00:27:20,0,QUARTER,KR
JAX,True,B,4,KT,JDG,3,TOP,KIIN,True,1,4,1,2023-11-04,False,00:27:20,0,QUARTER,KR
RELL,True,B,5,KT,JDG,3,JUNGLE,CUZZ,False,0,3,4,2023-11-04,False,00:27:20,0,QUARTER,KR
RAKAN,True,R,1,JDG,KT,3,SUPPORT,MISSING,False,1,0,11,2023-11-04,True,00:27:20,0,QUARTER,CN
ORIANA,True,R,2,JDG,KT,3,MID,KNIGHT,False,4,0,7,2023-11-04,True,00:27:20,0,QUARTER,CN
AATROX,True,R,3,JDG,KT,3,TOP,369,False,3,2,5,2023-11-04,True,00:27:20,0,QUARTER,CN
SIVIR,True,R,4,JDG,KT,3,ADC,RULER,False,5,1,4,2023-11-04,True,00:27:20,0,QUARTER,CN
WUKONG,True,R,5,JDG,KT,3,JUNGLE,KANAVI,False,1,3,8,2023-11-04,True,00:27:20,0,QUARTER,CN
KALISTA,False,B,1,KT,JDG,3,BAN,BAN,False,0,0,0,2023-11-04,False,00:27:20,0,QUARTER,KR
JARVAN IV,False,B,2,KT,JDG,3,BAN,BAN,False,0,0,0,2023-11-04,False,00:27:20,0,QUARTER,KR
